Analyzed file:	D:\пешики\00022.MTS
 Coordinate: [86 x 172 from (291, 84)]
Frame №	480 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 175 from (101, 76)]
+Object's №: 1
 Coordinate: [82 x 164 from (293, 89)]
Frame №	481 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (101, 61)]
+Object's №: 1
 Coordinate: [85 x 169 from (293, 79)]
Frame №	482 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (96, 54)]
+Object's №: 1
 Coordinate: [81 x 162 from (295, 78)]
Frame №	483 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (102, 69)]
+Object's №: 1
 Coordinate: [83 x 166 from (294, 75)]
Frame №	484 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [89 x 178 from (102, 66)]
+Object's №: 1
 Coordinate: [88 x 177 from (292, 70)]
Frame №	485 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 65)]
+Object's №: 1
 Coordinate: [69 x 138 from (302, 79)]
Frame №	486 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 62)]
+Object's №: 1
 Coordinate: [111 x 222 from (284, 48)]
Frame №	487 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 59)]
+Object's №: 1
 Coordinate: [111 x 223 from (282, 46)]
Frame №	488 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (102, 56)]
+Object's №: 1
 Coordinate: [79 x 159 from (302, 59)]
Frame №	489 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 175 from (104, 56)]
+Object's №: 1
 Coordinate: [90 x 180 from (295, 52)]
Frame №	490 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 175 from (104, 53)]
+Object's №: 1
 Coordinate: [83 x 165 from (303, 53)]
Frame №	491 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [77 x 154 from (111, 57)]
+Object's №: 1
 Coordinate: [86 x 173 from (301, 46)]
Frame №	492 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (112, 56)]
+Object's №: 1
 Coordinate: [84 x 168 from (302, 45)]
Frame №	493 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (112, 53)]
+Object's №: 1
 Coordinate: [90 x 181 from (301, 38)]
Frame №	494 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (112, 50)]
+Object's №: 1
 Coordinate: [89 x 178 from (302, 37)]
Frame №	495 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (112, 47)]
+Object's №: 1
 Coordinate: [91 x 182 from (301, 33)]
Frame №	496 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [78 x 156 from (112, 44)]
+Object's №: 1
 Coordinate: [98 x 197 from (297, 27)]
Frame №	497 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (107, 40)]
+Object's №: 1
 Coordinate: [89 x 178 from (301, 32)]
Frame №	498 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 37)]
+Object's №: 1
 Coordinate: [91 x 182 from (302, 26)]
Frame №	499 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 34)]
+Object's №: 1
 Coordinate: [88 x 177 from (304, 27)]
Frame №	500 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 31)]
+Object's №: 1
 Coordinate: [85 x 171 from (306, 22)]
Frame №	501 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 28)]
+Object's №: 1
 Coordinate: [88 x 177 from (306, 17)]
Frame №	502 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 25)]
+Object's №: 1
 Coordinate: [90 x 181 from (305, 10)]
Frame №	503 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 22)]
+Object's №: 1
 Coordinate: [88 x 175 from (307, 9)]
Frame №	504 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 19)]
+Object's №: 1
 Coordinate: [89 x 177 from (305, 7)]
Frame №	505 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 16)]
+Object's №: 1
 Coordinate: [88 x 177 from (307, 4)]
Frame №	506 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 185 from (106, 13)]
+Object's №: 1
 Coordinate: [88 x 175 from (308, 2)]
Frame №	507 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 185 from (106, 10)]
+Object's №: 1
 Coordinate: [86 x 171 from (311, 2)]
Frame №	508 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 185 from (106, 7)]
+Object's №: 1
 Coordinate: [89 x 177 from (310, -2)]
Frame №	509 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 185 from (106, 4)]
+Object's №: 1
 Coordinate: [95 x 190 from (307, -6)]
Frame №	510 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 185 from (106, 1)]
+Object's №: 1
 Coordinate: [91 x 181 from (312, -7)]
+Object's №: 2
 Coordinate: [158 x 316 from (-40, 187)]
Frame №	511 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [92 x 185 from (103, 11)]
+Object's №: 1
 Coordinate: [87 x 174 from (314, -7)]
+Object's №: 2
 Coordinate: [157 x 314 from (-39, 184)]
Frame №	512 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (102, 8)]
+Object's №: 1
 Coordinate: [91 x 181 from (312, -13)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 192)]
Frame №	513 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (102, 5)]
+Object's №: 1
 Coordinate: [89 x 178 from (313, -15)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 191)]
Frame №	514 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, 8)]
+Object's №: 1
 Coordinate: [85 x 169 from (316, -15)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 190)]
Frame №	515 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [88 x 176 from (108, 15)]
+Object's №: 1
 Coordinate: [87 x 173 from (316, -18)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 189)]
Frame №	516 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 179 from (108, 10)]
+Object's №: 1
 Coordinate: [88 x 175 from (315, -20)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 188)]
Frame №	517 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 179 from (108, 7)]
+Object's №: 1
 Coordinate: [88 x 175 from (315, -19)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 187)]
Frame №	518 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [90 x 179 from (108, 4)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -19)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 186)]
Frame №	519 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -4)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -23)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 185)]
Frame №	520 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -7)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -27)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 184)]
Frame №	521 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -10)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -31)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 183)]
Frame №	522 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -13)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -35)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 182)]
Frame №	523 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -16)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -39)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 181)]
Frame №	524 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (106, -19)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -43)]
+Object's №: 2
 Coordinate: [154 x 308 from (-39, 180)]
Frame №	525 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -22)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -47)]
Frame №	526 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -25)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -51)]
Frame №	527 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -28)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -55)]
Frame №	528 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -31)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -59)]
Frame №	529 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -34)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -63)]
Frame №	530 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 189 from (106, -37)]
+Object's №: 1
 Coordinate: [83 x 166 from (318, -67)]
Frame №	531 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (106, -40)]
Frame №	532 ----------------------
Object's on frame in myPersons:	1
Frame №	533 ----------------------
Object's on frame in myPersons:	0
Frame №	534 ----------------------
Object's on frame in myPersons:	1
Frame №	535 ----------------------
Object's on frame in myPersons:	1
Frame №	536 ----------------------
Object's on frame in myPersons:	0
Frame №	537 ----------------------
Object's on frame in myPersons:	0
Frame №	538 ----------------------
Object's on frame in myPersons:	0
Frame №	539 ----------------------
Object's on frame in myPersons:	0
Frame №	540 ----------------------
Object's on frame in myPersons:	0
Frame №	541 ----------------------
Object's on frame in myPersons:	0
Frame №	542 ----------------------
Object's on frame in myPersons:	0
Frame №	543 ----------------------
Object's on frame in myPersons:	0
Frame №	544 ----------------------
Object's on frame in myPersons:	1
Frame №	545 ----------------------
Object's on frame in myPersons:	1
Frame №	546 ----------------------
Object's on frame in myPersons:	0
Frame №	547 ----------------------
Object's on frame in myPersons:	1
Frame №	548 ----------------------
Object's on frame in myPersons:	0
Frame №	549 ----------------------
Object's on frame in myPersons:	0
Frame №	550 ----------------------
Object's on frame in myPersons:	0
Frame №	551 ----------------------
Object's on frame in myPersons:	1
Frame №	552 ----------------------
Object's on frame in myPersons:	0
Frame №	553 ----------------------
Object's on frame in myPersons:	2
Frame №	554 ----------------------
Object's on frame in myPersons:	1
Frame №	555 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (553, 133)]
Frame №	556 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (553, 137)]
Frame №	557 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (552, 135)]
Frame №	558 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (551, 133)]
+Object's №: 1
 Coordinate: [110 x 220 from (545, 37)]
Frame №	559 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (550, 131)]
+Object's №: 1
 Coordinate: [104 x 208 from (549, 41)]
Frame №	560 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (549, 129)]
+Object's №: 1
 Coordinate: [104 x 209 from (549, 38)]
Frame №	561 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (548, 127)]
+Object's №: 1
 Coordinate: [116 x 232 from (540, 28)]
Frame №	562 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (547, 125)]
+Object's №: 1
 Coordinate: [114 x 228 from (542, 28)]
Frame №	563 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (546, 123)]
+Object's №: 1
 Coordinate: [102 x 204 from (548, 34)]
Frame №	564 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (545, 121)]
+Object's №: 1
 Coordinate: [103 x 206 from (547, 31)]
Frame №	565 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (544, 119)]
+Object's №: 1
 Coordinate: [105 x 210 from (544, 29)]
Frame №	566 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (543, 117)]
+Object's №: 1
 Coordinate: [108 x 216 from (540, 26)]
Frame №	567 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (542, 115)]
+Object's №: 1
 Coordinate: [106 x 212 from (544, 26)]
Frame №	568 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [72 x 144 from (541, 113)]
+Object's №: 1
 Coordinate: [105 x 210 from (543, 29)]
Frame №	569 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [107 x 215 from (539, 32)]
Frame №	570 ----------------------
Object's on frame in myPersons:	1
Frame №	571 ----------------------
Object's on frame in myPersons:	1
Frame №	572 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [98 x 196 from (546, 47)]
Frame №	573 ----------------------
Object's on frame in myPersons:	1
Frame №	574 ----------------------
Object's on frame in myPersons:	1
Frame №	575 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [76 x 152 from (564, 80)]
Frame №	576 ----------------------
Object's on frame in myPersons:	1
Frame №	577 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 189 from (547, 46)]
Frame №	578 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 188 from (545, 44)]
Frame №	579 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 188 from (547, 46)]
Frame №	580 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [95 x 190 from (545, 46)]
Frame №	581 ----------------------
Object's on frame in myPersons:	1
Frame №	582 ----------------------
Object's on frame in myPersons:	1
Frame №	583 ----------------------
Object's on frame in myPersons:	1
Frame №	584 ----------------------
Object's on frame in myPersons:	1
Frame №	585 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [86 x 172 from (544, 4)]
Frame №	586 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [89 x 178 from (540, 2)]
Frame №	587 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [89 x 178 from (540, 1)]
Frame №	588 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [89 x 178 from (540, -2)]
Frame №	589 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 181 from (537, -5)]
Frame №	590 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [88 x 177 from (536, -5)]
Frame №	591 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 180 from (532, -7)]
Frame №	592 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [88 x 176 from (538, -5)]
Frame №	593 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [88 x 176 from (537, -7)]
Frame №	594 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [92 x 185 from (536, -12)]
Frame №	595 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [88 x 176 from (538, -11)]
Frame №	596 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [86 x 172 from (539, -11)]
Frame №	597 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [84 x 168 from (540, -10)]
Frame №	598 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [87 x 174 from (536, -15)]
Frame №	599 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [81 x 162 from (542, -13)]
Frame №	600 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [93 x 186 from (528, -18)]
Frame №	601 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 180 from (531, -21)]
Frame №	602 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [84 x 169 from (531, -17)]
Frame №	603 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [85 x 169 from (531, -21)]
Frame №	604 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (539, -11)]
Frame №	605 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (538, -12)]
Frame №	606 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (538, -15)]
Frame №	607 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 155 from (537, -13)]
Frame №	608 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [77 x 155 from (536, -14)]
Frame №	609 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (536, -14)]
Frame №	610 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [78 x 156 from (535, -12)]
Frame №	611 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [80 x 160 from (536, -15)]
Frame №	612 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (536, -15)]
Frame №	613 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (535, -16)]
Frame №	614 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (534, -17)]
Frame №	615 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (533, -18)]
Frame №	616 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (532, -19)]
Frame №	617 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (531, -20)]
Frame №	618 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (530, -21)]
Frame №	619 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (529, -22)]
Frame №	620 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [79 x 158 from (528, -23)]
Frame №	621 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (527, -24)]
Frame №	622 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (526, -25)]
Frame №	623 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (525, -26)]
+Object's №: 1
 Coordinate: [88 x 175 from (500, 300)]
Frame №	624 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [79 x 158 from (524, -27)]
+Object's №: 1
 Coordinate: [88 x 176 from (495, 295)]
Frame №	625 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 176 from (493, 293)]
Frame №	626 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 187 from (488, 283)]
Frame №	627 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [102 x 204 from (481, 276)]
Frame №	628 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 189 from (486, 276)]
Frame №	629 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 189 from (483, 273)]
Frame №	630 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [94 x 189 from (480, 270)]
Frame №	631 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [109 x 217 from (465, 262)]
Frame №	632 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [117 x 233 from (456, 257)]
Frame №	633 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [110 x 220 from (456, 258)]
Frame №	634 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 189 from (461, 260)]
Frame №	635 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [112 x 224 from (448, 245)]
+Object's №: 1
 Coordinate: [100 x 200 from (32, 110)]
Frame №	636 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [108 x 215 from (444, 245)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 115)]
Frame №	637 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [98 x 197 from (446, 247)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 114)]
Frame №	638 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [93 x 186 from (448, 244)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 113)]
Frame №	639 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (446, 240)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 112)]
Frame №	640 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [100 x 200 from (439, 236)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 111)]
Frame №	641 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [92 x 184 from (440, 237)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 110)]
Frame №	642 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [87 x 174 from (440, 234)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 109)]
Frame №	643 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [86 x 173 from (440, 230)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 108)]
Frame №	644 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [91 x 182 from (437, 226)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 107)]
Frame №	645 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [91 x 182 from (434, 222)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 106)]
Frame №	646 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 182 from (431, 218)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 105)]
Frame №	647 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [91 x 182 from (428, 214)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 104)]
Frame №	648 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [95 x 190 from (424, 212)]
+Object's №: 1
 Coordinate: [101 x 202 from (29, 103)]
Frame №	649 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (421, 208)]
Frame №	650 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (418, 204)]
+Object's №: 1
 Coordinate: [105 x 210 from (484, 232)]
Frame №	651 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (415, 200)]
+Object's №: 1
 Coordinate: [105 x 210 from (482, 234)]
Frame №	652 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (412, 196)]
+Object's №: 1
 Coordinate: [105 x 210 from (480, 236)]
Frame №	653 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (409, 192)]
+Object's №: 1
 Coordinate: [106 x 212 from (474, 222)]
Frame №	654 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (406, 188)]
+Object's №: 1
 Coordinate: [99 x 199 from (471, 240)]
Frame №	655 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [95 x 190 from (403, 184)]
Frame №	656 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (415, 190)]
Frame №	657 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (412, 186)]
Frame №	658 ----------------------
Object's on frame in myPersons:	1
+Object's №: 0
 Coordinate: [90 x 181 from (409, 182)]
Frame №	659 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 176 from (406, 181)]
Frame №	660 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [88 x 176 from (406, 181)]
Frame №	661 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 187 from (403, 172)]
+Object's №: 1
 Coordinate: [71 x 142 from (469, 227)]
Frame №	662 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [90 x 181 from (404, 168)]
+Object's №: 1
 Coordinate: [72 x 145 from (467, 221)]
Frame №	663 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (400, 166)]
+Object's №: 1
 Coordinate: [115 x 230 from (459, 172)]
Frame №	664 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (397, 162)]
+Object's №: 1
 Coordinate: [108 x 217 from (455, 182)]
Frame №	665 ----------------------
Object's on frame in myPersons:	2
+Object's №: 0
 Coordinate: [94 x 188 from (394, 158)]
+Object's №: 1
 Coordinate: [109 x 217 from (451, 179)]
Frame №	666 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (391, 154)]
+Object's №: 1
 Coordinate: [106 x 213 from (451, 180)]
Frame №	667 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (388, 150)]
+Object's №: 1
 Coordinate: [107 x 213 from (450, 178)]
Frame №	668 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (385, 146)]
+Object's №: 1
 Coordinate: [107 x 214 from (447, 175)]
+Object's №: 2
 Coordinate: [128 x 256 from (534, 92)]
Frame №	669 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (382, 142)]
+Object's №: 1
 Coordinate: [107 x 213 from (446, 175)]
+Object's №: 2
 Coordinate: [128 x 256 from (534, 92)]
Frame №	670 ----------------------
Object's on frame in myPersons:	3
+Object's №: 0
 Coordinate: [94 x 188 from (379, 138)]
+Object's №: 1
